v1,v2,,,
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,,,
not spam,"Bill, as in: Are there any letters for me. iï¿½ï¿½ï¿½m expecting one from orange that isnï¿½ï¿½ï¿½t a bill but may still say o",,,
not spam,Tell me pa. How is pain de.,,,
not spam,HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG,,,
not spam,"Ha. You donï¿½ï¿½ï¿½t know either. I did a a clever but simple thing with pears the other day, perfect for chri",,,
not spam,"Helloooo... Wake up..! \Sweet\"" \""morning\"" \""welcomes\"" \""You\"" \""Enjoy\"" \""This Day\"" \""with full of joy\"".. \""GUD MRNG\"".""",,,
not spam,ALRITE,,,
not spam,Why must we sit around and wait for summer days to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow.,,,
spam,URGENT! Your Mobile number has been awarded with a ï¿½ï¿½2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs ,,,
not spam,How do you guys go to see movies on your side.,,,
not spam,"Sorry,in meeting I'll call later",,,
not spam,You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs,,,
not spam,Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.,,,
spam,Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info,,,
not spam,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...,,,
not spam,What time should I tell my friend to be around?,,,
not spam,Yes. that will be fine. Love you. Be safe.,,,
not spam,Thanks chikku..:-) gud nyt:-*,,,
not spam,Is xy in ur car when u picking me up?,,,
not spam,"Thanx 4 the time weï¿½ï¿½ve spent 2geva, its bin mint! Ur my Baby and all I want is u!",,,
not spam,"Yo, any way we could pick something up tonight?",,,
not spam,I've not sent it. He can send me.,,,
not spam,Fine am simply sitting.,,,
not spam,Thts god's gift for birds as humans hav some natural gift frm god..,,,
not spam,Are you coming to day for class.,,,
not spam,Im done. Just studyn in library,,,
not spam,Ok... U enjoy ur shows...,,,
not spam,Anything...,,,
not spam,Where wuld I be without my baby? The thought alone mite break me and I donï¿½ï¿½t wanna go crazy but everyboy needs his lady xxxx,,,
not spam,Wat's my dear doing? Sleeping ah?,,,
not spam,Hi' Test on  &lt;#&gt; rd ....,,,
not spam,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.,,,
not spam,Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night,,,
not spam,Yup n her fren lor. I'm meeting my fren at 730.,,,
not spam,"Yeah, we got one lined up for us",,,
not spam,"And stop wondering \wow is she ever going to stop tm'ing me ?!\"" because I will tm you whenever I want because you are MINE ... *laughs*""",,,
not spam,Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.,,,
not spam,Hey i've booked the pilates and yoga lesson already... Haha,,,
not spam,Are you ok. What happen to behave like this,,,
spam,You have 1 new message. Please call 08712400200.,,,
not spam,My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.,,,
not spam,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3. ",,,
not spam,No message..no responce..what happend?,,,
spam,We currently have a message awaiting your collection. To collect your message just call 08718723815.,,,
not spam,"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe",,,
not spam,make that 3! 4 fucks sake?! x,,,
not spam,Leave it. U will always be ignorant.,,,
not spam,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-),,,
not spam,at bruce b downs &amp; fletcher now,,,
not spam,Where are you ? You said you would be here when I woke ... :-(,,,
not spam,Hey now am free you can call me.,,,
not spam,Tell me whos this pls:-),,,
spam,"URGENT! Your mobile was awarded a ï¿½ï¿½1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 0871471",,,
not spam,"Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing.",,,
not spam,Id have to check but there's only like 1 bowls worth left,,,
not spam,Yes there were many sweets,,,
not spam,I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.,,,
spam,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,,,
not spam,Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?,,,
not spam,Sir send to group mail check it.,,,
not spam,I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..,,,
not spam,"\NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT\""""",,,
not spam,You dont know you jabo me abi.,,,
spam,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",,,
not spam,Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..,,,
not spam,"Are you being good, baby? :)",,,
not spam,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,,,
not spam,"Mostly sports type..lyk footbl,crckt..",,,
not spam,Ma head dey swell oh. Thanks for making my day,,,
not spam,U should make a fb list,,,
not spam,Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:\if it is made by my students,"this wont even start........ Datz confidence..""",,
not spam,Sary just need Tim in the bollox &it hurt him a lot so he tol me!,,,
not spam,Happy New Year Princess!,,,
not spam,"I'll text carlos and let you know, hang on",,,
not spam,"Don't worry, * is easy once have ingredients!",,,
not spam,I love u 2 my little pocy bell I am sorry but I love u,,,
not spam,"Ok omw now, you at castor?",,,
not spam,Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?,,,
spam,"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2",,,
not spam,What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..,,,
not spam,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""",,,
not spam,"Tonight? Yeah, I'd be down for that",,,
not spam,What should i eat fo lunch senor,,,
not spam,"He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for! ",,,
not spam,No break time one... How... I come out n get my stuff fr ï¿½,,,
spam,Reply to win ï¿½ï¿½100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end ser,,,
not spam,"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz",,,
not spam,Do you still have the grinder?,,,
spam,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,,,
not spam,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",,,
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",,,
not spam,K.i did't see you.:)k:)where are you now?,,,
not spam,So i'm doing a list of buyers.,,,
not spam,"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second",,,
not spam,Mm not entirely sure i understood that text but hey. Ho. Which weekend?,,,
not spam,They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear.,,,
not spam,Don know..he is watching film in computer..,,,
not spam,No b4 Thursday,,,
not spam,"Oh, then your phone phoned me but it disconnected",,,
not spam,Id onluy matters when getting on from offcampus,,,
spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only,,,
not spam,"Excellent, I'll see what riley's plans are",,,
not spam,I will see in half an hour,,,
spam,"You've won tkts to the EURO2004 CUP FINAL or ï¿½ï¿½800 CASH, to collect CALL 09058099801 b4190604, POBOX 787615",,,
not spam,Ew are you one of them?,,,
not spam,Also hi wesley how've you been,,,
not spam,Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!,,,
spam,"Loan for any purpose ï¿½ï¿½500 - ï¿½ï¿½75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text bac",,,
spam,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q,,,
not spam,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:),,,
not spam,"Hm good morning, headache anyone? :-)",,,
not spam,Yeah no probs - last night is obviously catching up with you... Speak soon ,,,
spam,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free,,,
not spam,I might go 2 sch. Yar at e salon now v boring.,,,
not spam, &lt;#&gt;  mins but i had to stop somewhere first.,,,
not spam,"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj",,,
not spam,One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -,,,
not spam,I didn't get the second half of that message,,,
not spam,Wat time do u wan 2 meet me later?,,,
not spam,I thank you so much for all you do with selflessness. I love you plenty.,,,
not spam,Am in film ill call you later.,,,
not spam,How dare you change my ring,,,
not spam,You are a very very very very bad girl. Or lady.,,,
not spam,I love ya too but try and budget your money better babe. Gary would freak on me if he knew,,,
not spam,"What part of \don't initiate\"" don't you understand""",,,
not spam,I finished my lunch already. U wake up already?,,,
not spam,You still at the game?,,,
not spam,You have got tallent but you are wasting.,,,
not spam,What is your record for one night? :),,,
not spam,"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend.",,,
not spam, gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number. ,,,
not spam,Jokin only lar... :-) depends on which phone my father can get lor...,,,
not spam,"Aight, lemme know what's up",,,
not spam,Get ready for  &lt;#&gt;  inches of pleasure...,,,
not spam,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,,,
not spam,;-) ok. I feel like john lennon.,,,
not spam,Cos darren say ï¿½_ considering mah so i ask ï¿½,,,
not spam,You are not bothering me but you have to trust my answers. Pls.,,,
not spam,"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance..""",,,
not spam,One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..,,,
