Num,Networth Next Year,Total assets,Net worth,Total income,Change in stock,Total expenses,Profit after tax,PBDITA,PBT,Cash profit,PBDITA as % of total income,PBT as % of total income,PAT as % of total income,Cash profit as % of total income,PAT as % of net worth,Sales,Income from financial services,Other income,Total capital,Reserves and funds,Deposits (accepted by commercial banks),Borrowings,Current liabilities & provisions,Deferred tax liability,Shareholders funds,Cumulative retained profits,Capital employed,TOL/TNW,Total term liabilities / tangible net worth,Contingent liabilities / Net worth (%),Contingent liabilities,Net fixed assets,Investments,Current assets,Net working capital,Quick ratio (times),Current ratio (times),Debt to equity ratio (times),Cash to current liabilities (times),Cash to average cost of sales per day,Creditors turnover,Debtors turnover,Finished goods turnover,WIP turnover,Raw material turnover,Shares outstanding,Equity face value,EPS,Adjusted EPS,Total liabilities,PE on BSE
1922,325.4,3032.9,319.2,353.3,0,310.8,42.5,137.5,61,66.4,38.92,17.27,12.03,18.79,14.09,275.2,77.4,0.7,259.3,60.6,,4.6,2707.8,0.6,319.2,59.9,323.8,8.38,0,29.04,92.7,1134,45.8,1735.4,115.5,1.05,1.07,0.01,0.98,2688.57,3.2,2.01,136.63,50.94,0.07,259305,1000,164.67,164.67,3032.9,NA
1923,4640.8,12989,3634.3,7284.2,16,6877.5,422.7,828.5,522.8,351.4,11.37,7.18,5.8,4.82,12.34,6916.1,172.9,24.3,1548.8,2085.8,,,9354.4,,3634.3,2085.5,3634.3,2.21,0,172.21,6258.7,694.2,16.5,10887.2,1861.1,1.04,1.12,0,0.13,59.24,2.2,0.96,67.97,13.76,14,1458812,1000,173.63,173.63,12989,NA
1924,1945.4,3733.7,350.8,3475.9,97.4,3454.9,118.4,386.5,222.4,264.9,11.12,6.4,3.41,7.62,41.69,3457.5,4.7,13.7,218,269.2,,2140.8,862.8,142.9,570.8,262.3,2711.6,8.4,4.51,123.86,434.5,1527.4,0.7,1584.2,163.9,0.59,1.12,6.73,0.15,24.85,4.8,8.28,92.51,11.84,6.46,4766375,10,39.42,39.42,3733.7,7.73
1925,1498.9,1740.9,1432.8,1403.3,55,1354.1,104.2,182,133.5,130.1,12.97,9.51,7.43,9.27,7.49,1333.3,49.3,9.5,42.8,1390,,,291.1,17,1432.8,1411.9,1432.8,0.09,0,3.32,47.6,350.6,300.9,771.5,486.1,1.29,2.66,0,0.42,34.77,38.5,5.65,7.61,6.33,5.46,42750000,1,2.19,2.19,1740.9,19.82
1926,2.2,2.3,2.2,,,,,,,,0,0,0,0,0,,,,0.5,1.7,,,0.1,,2.2,1.7,2.2,0.05,0,0,,0,0.6,0.5,0.4,5,5,0,2,,0,0,,,0,NA,NA,0,0,2.3,NA
1927,103.2,161.1,103.1,142.7,-2.1,140.5,0.1,5,1.9,2.5,3.5,1.33,0.07,1.75,0.1,140.1,0.4,,10.1,93,,13.8,39.3,4.9,103.1,92.1,116.9,0.47,0,10.86,11.2,26.9,7.6,119,65.9,0.77,2.17,0.13,0.48,66.03,9.42,6.72,21.88,3.41,1.49,1005000,10,0.1,0.1,161.1,1077.86
1928,734.9,998.9,533.8,1391.3,16.2,1179.4,228.1,406,350.4,242,29.18,25.19,16.39,17.39,53.12,1362.7,2.6,5.2,8.5,525.3,,,457.6,7.5,533.8,498.5,533.8,0.35,0,33.91,181,119,,556.6,99.8,0.78,1.22,0,0.09,14.67,6.34,4.87,,21.85,4.78,847500,10,244.6,244.6,998.9,NA
1929,58.8,170.9,48.1,169.3,3.4,166.4,6.3,14.5,7,9.3,8.56,4.13,3.72,5.49,17.6,169.3,,,5.5,22.9,,99.7,19.9,2.2,48.6,22.4,148.3,2.45,1.54,11.02,5.3,110.4,0.1,46.8,1.5,0.53,1.03,2.08,0.04,4.18,11.44,9.62,129.14,9.25,18.17,49992,100,126.02,126.02,170.9,NA
1930,53.5,160.4,49.5,178.8,11.9,186.3,4.4,17.4,7,11.2,9.73,3.91,2.46,6.26,9.43,178.6,0.1,0.1,34,16.1,,70.4,32.8,7.1,49.5,15.5,119.9,2.02,0.8,1.62,0.8,81,,73.3,11.2,0.6,1.15,1.42,0.02,2.64,5.92,5.6,24.8,10.15,5.71,3354300,10,1.34,1.34,160.4,NA
1931,0.1,1.4,0.1,,,,,,,,0,0,0,0,0,,,,0.5,,,0.8,0.1,,0.1,-0.4,0.9,9,8,0,,1,,,-0.1,0,0,8,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,1.4,NA
1932,13.9,30.4,10.7,61.5,6.3,66.6,1.2,3.7,1.9,1.6,6.02,3.09,1.95,2.6,11.54,61.4,,0.1,5.3,5.4,,9.4,10.3,,10.7,2.6,20.1,1.7,0.88,0,,3.9,0.1,25.5,16.6,0.96,2.87,0.88,0.16,8.78,9.72,6.98,4.5,4.79,16.39,533850,10,2.25,2.25,30.4,NA
1933,826.4,1458.4,589.1,1565,77,1483.9,158.1,234.5,179.1,178.6,14.98,11.44,10.1,11.41,48.22,1557.6,0.4,6.9,195.3,446.3,,449.4,357.8,9.6,641.6,410.6,1091,1.26,0.4,5.6,33,363.9,4.4,869.4,305.2,1.06,1.54,0.85,0.12,18.28,9.15,5.99,22.93,7.64,18.16,14276100,10,11.07,11.07,1458.4,15.03
1934,768.1,1398.1,341.4,2814.9,55.2,2473,397.1,642.7,581.9,452.5,22.83,20.67,14.11,16.08,107.04,2737.2,21.2,8,153.9,187.5,,113.1,898.8,44.8,341.4,94.3,454.5,1.48,0.33,52.4,178.9,353,1.6,885.9,39.5,0.75,1.05,0.33,0.68,92.65,7.06,38.83,12.86,10.62,13.02,15393020,10,22.85,22.85,1398.1,19.2
1935,512.2,1498.3,327.3,3171.7,68.1,3084,155.8,354.8,267.6,257,11.19,8.44,4.91,8.1,63.03,3168.6,2.2,0.4,710,-69.5,,94.3,746.8,16.7,637.3,-72.7,731.6,2.3,0.03,49.89,163.3,171.9,0.1,1146.3,415.1,0.85,1.57,1.24,0.08,7.89,5.28,5.01,23.75,15.25,8.9,40000000,10,3.94,3.94,1498.3,NA
1936,5265.7,21565.9,5021.5,18536.8,-30.5,18115.4,390.9,5094,310.2,589.1,27.48,1.67,2.11,3.18,8.07,13124.8,5133.2,114.9,722.3,5459,,6684.5,7985.5,714.6,5021.5,3646.8,11706,2.08,0.82,34.83,1749.1,5134.6,4970.4,5257,-4686.4,0.33,0.51,1.33,0.14,35.02,5.32,4.33,47.56,37.58,8.79,72232240,10,30.35,30.35,21565.9,3.35
1937,2722.6,4038,2577.9,4378.8,54.3,4322.4,110.7,649.5,74.5,493.8,14.83,1.7,2.53,11.28,4.39,4290.7,,1.5,280.8,2297.1,,774.3,685.8,,2577.9,1267.3,3352.2,0.57,0.06,0,,1448.1,244.9,2118.7,825.3,1.11,1.64,0.3,0.01,0.75,109.34,2.91,54.66,27.29,7.72,280831852,1,0.09,0.09,4038,88.79
1938,5496.3,8211.2,5443,3081.9,10.8,2633,459.7,1005.8,664.6,656.5,32.64,21.56,14.92,21.3,8.2,2844.6,201,9,313.1,5129.9,,1454.8,1151.3,162.1,5443,1417.3,6897.8,0.33,0.21,46.65,2538.9,1412.8,4881.9,730.4,-669.4,0.24,0.52,0.27,0.02,4.99,8.22,7.71,50.1,14.46,4.82,31320226,10,14.69,2.94,8211.2,24.2
1939,161.1,323.3,156.5,616.2,34,632,18.2,19.3,18.8,18.6,3.13,3.05,2.95,3.02,12.35,598,18.1,,6.4,183.6,,0.4,132.7,0.2,156.5,150.1,156.9,0.84,0,0,,44.2,38.1,93.2,-39.5,0.18,0.7,0,0.13,10.69,3.54,62.29,13.45,12.91,43.27,5171400,10,3.93,3.93,323.3,NA
1940,88.8,103.3,44.3,146.9,0.6,142.2,5.3,12.2,9.1,7.8,8.3,6.19,3.61,5.31,12.77,145.7,0.8,0.2,17.9,27.3,,,58.1,,44.3,26.4,44.3,1.22,0,0,,16.6,,75,16.9,0.94,1.1,0,0.29,44.66,4.03,4.19,368.08,66.1,8.89,NA,NA,0,0,103.3,NA
1941,955.3,2680.9,948.2,2375.4,-24.4,2347.9,3.1,205.1,-7.7,62.1,8.63,-0.32,0.13,2.61,0.33,2239.1,12.9,13.5,54.5,893.7,,1066.6,499.1,167,948.2,924.7,2014.8,1.59,0.53,45.7,433.3,1034.9,148.9,1275.7,252.2,0.81,1.22,1.12,0.04,6.62,4.26,3.63,11.61,7.57,4.53,10905630,5,-1.58,-1.58,2680.9,-37.35
1942,42.7,41,40.9,4.1,,1.2,2.9,3,2.9,3,73.17,70.73,70.73,73.17,7.36,,3.6,0.1,2.5,38.4,,,0.1,,40.9,38.4,40.9,0,0,0,,0.8,1.9,0.1,0,1,1,0,1,73,4,0,,,0,NA,NA,0,0,41,NA
1943,48.6,266.2,22.9,93.3,13.5,95.5,11.3,10.4,2.7,9.7,11.15,2.89,12.11,10.4,87.6,92.7,,,77.9,-55,,198.7,44.6,,22.9,-79.5,221.6,10.62,5.31,102.18,23.4,106.6,,87.1,-34.5,0.5,0.72,8.68,0.06,28.89,1.19,1.89,,4.89,13.82,7786400,10,0.41,0.41,266.2,35.16
1944,682.3,2247.1,708.7,1583,,1636.6,-53.6,119.8,-50.2,-8.7,7.57,-3.17,-3.39,-0.55,-7.29,1474.6,2.9,79.8,120,588.8,,895.2,643.1,,708.7,-581.3,1603.9,2.21,0.87,14.9,105.6,1090.4,337,448.2,-365,0.45,0.55,1.26,0.08,14.62,2.35,3.87,3494.86,3719.69,13.44,900000,100,-87.56,-87.56,2247.1,NA
1945,1346.2,1804.5,1170.5,1567.2,3.5,1395.7,175,354.7,260,256.1,22.63,16.59,11.17,16.34,16.04,1555.1,10.6,,63,1107.5,,19,568.3,46.7,1170.5,820.4,1189.5,0.22,0.02,1.26,14.8,515,261.3,612.1,47.6,0.73,1.08,0.02,0.17,26.24,3.61,4.67,53.33,12.95,6.9,6297477,10,27.79,27.79,1804.5,14.67
1946,85.9,248.7,80.2,463.6,9.9,459.7,13.8,49.3,19.9,34.4,10.63,4.29,2.98,7.42,18.18,462.7,0.4,,36.6,43.6,,135.7,26,6.8,80.2,32.8,215.9,1.79,1.19,35.79,28.7,93.5,2.5,125.1,58.7,1.24,1.88,1.69,0.19,10.54,84.13,7.95,18.64,17.87,20.03,3660040,10,3.77,3.77,248.7,5.81
1947,53.8,250.4,52,363.1,2.4,364.1,1.4,12.9,2.5,4.8,3.55,0.69,0.39,1.32,0,362.9,0.2,,9.5,42.5,,104.1,83.3,11,52,42.5,156.1,3.6,1.02,1.54,0.8,51.9,,194.7,60.4,0.85,1.45,2,0.04,5.89,NA,NA,NA,NA,NA,95010,100,15.79,15.79,250.4,NA
1948,1148.4,1678.6,741.1,2799.8,56.3,2734.5,121.6,187.2,132.4,140.6,6.69,4.73,4.34,5.02,17.42,2798.7,,1.1,237.7,642.2,,617.9,167.3,13.5,741.1,451.7,1359,1.01,0.06,0,,291.2,3.2,955.9,213.3,0.68,1.29,0.83,0.01,0.78,23.98,6.71,21.5,10.51,16.23,20769700,10,5.85,5.85,1678.6,23.41
1949,902.6,6378.7,965.8,5329,360.4,6195,-505.6,598.2,-490.6,195.5,11.23,-9.21,-9.49,3.67,-45.38,5283.6,7.5,26.2,252.9,712.9,,3896,1011.7,505.2,965.8,156.2,4861.8,5.06,2.68,57.6,556.3,3222.3,224.3,2062.9,-287.6,0.32,0.87,4.03,0.01,1.02,5.86,6.67,5.53,4.64,5.97,25287549,10,0.3,0.35,6378.7,768.4
1950,171.4,583.4,135.8,569.9,35.9,571.2,34.6,101.3,55.9,77.5,17.78,9.81,6.07,13.6,28.77,569.6,,0.3,200,35.8,,269.4,38.6,39.6,235.8,35.8,505.2,2.21,1,33.06,44.9,193,,360.3,188.2,1.45,2.09,2.72,0.04,5.77,14.38,2.47,7.21,5.09,1.56,10000000,10,3.83,3.83,583.4,NA
1951,72.8,55.6,54.2,20.7,,12.6,8.1,8.9,8.1,8.7,43,39.13,39.13,42.03,16.2,17.4,2.8,0.5,,54.2,,,1.4,,54.2,54.2,54.2,0.03,0,0,,1.9,,52.7,51.3,37.64,37.64,0,33.71,1447.73,25.6,,,,0,NA,NA,0,0,55.6,NA
1952,269.3,429,168.6,568.9,8.9,520.8,57,103.9,88.3,63.5,18.26,15.52,10.02,11.16,37.95,561.2,5.9,1.7,30.1,138.5,,30.3,221.6,8.5,168.6,96.8,198.9,0.95,0.18,3.44,5.8,91.1,49.5,100.1,-113.7,0.28,0.47,0.18,0.12,18.56,6.27,15.19,18.81,7.93,6.09,3008100,10,18.95,18.95,429,20.4
1953,24.5,72.4,22.4,48.5,1.5,45.2,4.8,15.1,4.9,10.9,31.13,10.1,9.9,22.47,27.91,46.7,0.2,0.2,28.2,-5.8,,1.4,48.6,,22.4,-14.8,23.8,2.82,0,2.68,0.6,16.5,,42.6,-7.2,0.61,0.74,0.06,0,0,0.59,1.84,85.56,4.56,8.55,2616500,10,1.8,1.8,72.4,1.17
1954,1986.6,2021.1,1510.2,982,,557.3,424.7,608.7,573.7,431.3,61.99,58.42,43.25,43.92,29.32,909,54.2,18.8,88,1422.2,,,504.6,6.3,1510.2,319.9,1510.2,0.13,0,5.23,79,83.8,1602.5,176.2,-316.8,0.34,0.36,0,0.19,100.43,1.91,11.87,,,0,44008936,2,10.96,10.96,2021.1,155.95
1955,1325.8,3647,847.2,5359.6,-21.1,5123.4,215.1,374.3,217.6,227.8,6.98,4.06,4.01,4.25,28.8,5356,3.5,0.1,176.5,680.5,,2473.4,313.9,2.7,857,298,3330.4,3.3,0.26,3.77,31.9,79.8,154.7,3272.7,703.2,0.85,1.27,2.93,0.07,13.8,12.8,3.35,6.19,2.04,7.06,16666667,10,12.91,12.91,3647,NA
1956,191,131.4,42.5,382.7,6.7,388.8,0.6,6.5,1,1,1.7,0.26,0.16,0.26,1.86,382.6,0.1,,6.1,16.6,,49.8,38.6,0.3,42.5,1.9,92.3,2.07,0,23.53,10,5.2,,119.4,31.2,1.12,1.35,1.17,0.02,1.45,12.67,5.28,21.98,0.07,0,612500,10,0.98,0.98,131.4,NA
1957,62.4,271.4,38.2,677.5,,654.6,22.9,32.2,26.2,25.3,4.75,3.87,3.38,3.73,77.23,672.3,1.8,,10,28.2,,0.2,233,,38.2,28.2,38.4,5.79,0.01,0,,1.9,,183.5,-49.5,0.66,0.7,0.01,0.08,10.56,12.31,6.6,79.7,80.51,38.25,1000000,10,19.5,19.5,271.4,NA
1958,359.5,880.6,315.5,678.4,23.7,701.8,0.3,55.2,3.5,0.7,8.14,0.52,0.04,0.1,0.09,646.7,6.3,,22.7,292.8,,399.5,118.5,47.1,315.5,314.9,715,1.64,0.52,4.94,15.6,418.1,,373.7,18.6,0.51,1.05,1.27,0.03,5.82,3.32,3.29,11.3,5.27,3.13,226800,100,-110.67,-110.67,880.6,NA
1959,22.6,75.8,21.7,108.3,-0.3,107.5,0.5,7,0.5,2.7,6.46,0.46,0.46,2.49,2.35,108.2,0.1,,23.5,-1.4,,39.5,14.2,,21.7,-1.8,61.2,2.47,0.57,81.57,17.7,15.2,,57.5,17.6,0.61,1.41,1.82,0.09,12.43,7.53,5.61,6.54,3.03,7.4,2350000,10,0.26,0.26,75.8,NA
1960,11.2,102.9,10.3,72.6,8.1,77.8,2.9,7.7,3.8,2.8,10.61,5.23,3.99,3.86,32.77,72.6,,,3.8,6.5,,35.7,56.9,,10.3,7.3,46,8.72,0.92,63.11,6.5,2.4,,95.6,32.1,0.99,1.16,3.47,0,0.56,1.72,1.1,27.12,8.06,8.11,1885511,2,1.54,1.54,102.9,NA
1961,38.1,87.4,16.8,208.7,4.7,212,1.4,11.1,2.7,4.1,5.32,1.29,0.67,1.96,9.52,201.6,,0.4,7.5,7.7,,59.9,10.1,0.6,16.8,7.7,76.7,3.96,0.33,0,,16.9,,58.6,-5.8,0.5,0.91,3.57,0.02,2.55,24.64,7.56,14.89,15.48,11.63,40000,100,-132.5,-132.5,87.4,NA
1962,381.1,775.3,428.5,1349.3,-0.4,1210.8,138.1,250.1,214.4,157.3,18.54,15.89,10.23,11.66,32.76,1314.5,3.7,18.6,63.9,364.6,,121.3,217.2,8.3,428.5,220,549.8,0.65,0.28,9.36,40.1,138.4,0.9,551.4,350,2.39,2.73,0.28,1.11,70.28,6.2,4.36,34.16,30.68,11.89,6386459,10,21.62,21.62,775.3,17.67
1963,24.9,72.1,24.5,40,-1.2,38.4,0.4,5.6,0.4,2.9,14,1,1,7.25,1.64,39.9,,,23.7,5.6,,24.6,14.1,4.1,24.5,0.8,49.1,1.52,0.76,0.82,0.2,48.4,,20.1,0.3,0.65,1,1,0.05,10.03,2.37,5.02,21.37,18.49,3.6,2500000,10,0.16,0.16,72.1,NA
1964,3322.5,4107.6,3028.1,2739.8,-33.2,2521.1,185.5,331.9,223.2,273.3,12.11,8.15,6.77,9.98,7.09,2704.4,25.1,10.3,156.1,2937.4,,526.8,414.6,72.7,3028.1,2210.9,3554.9,0.27,0,66.86,2024.5,708.3,1297.5,1083,157.8,0.56,1.17,0.17,0.1,13.39,5.24,6.55,12.04,4,2.71,156083563,1,1.19,1.19,4107.6,43.5
1965,163.8,287,106.9,324.2,20.4,305.7,38.9,51.2,44.7,42.9,15.79,13.79,12,13.23,43.03,317.2,7,,48.2,58.7,,73.3,103,3.8,106.9,58.3,180.2,1.49,0.1,5.24,5.6,76.7,28.9,158.2,-4.8,0.17,0.95,0.69,0.13,29.45,3.26,42.86,1.62,1.53,1485,4772500,10,8.19,4.1,287,10.59
1966,426.4,648.4,378.3,489.1,6.8,470.3,25.6,56.9,39.3,32.1,11.63,8.04,5.23,6.56,7.01,445.2,36.8,0.4,6,379.1,,73.4,178.1,11.8,378.3,372.3,451.7,0.58,0.01,57.39,217.1,37.5,141.3,408.6,160,0.76,1.09,0.19,0.37,68.82,4.63,5.3,129.58,14.53,4.03,599975,10,55.34,55.34,648.4,NA
1967,3474.1,3098.1,2949.9,4069.4,38.6,3695.5,412.5,750.4,629,526.9,18.44,15.46,10.14,12.95,15.08,4025.3,41.8,,6.9,2943,,,78.9,69.3,2949.9,2943,2949.9,0.03,0,28.48,840,1100.8,185.4,1451.1,1387.5,15.28,18.39,0,3.19,26.07,54.52,5.01,12,12.17,528.19,691500,10,593.2,593.2,3098.1,NA
1968,71.7,106.9,62.4,176.3,2.6,176.4,2.5,14.5,4.1,8.4,8.22,2.33,1.42,4.76,4.09,176.2,0.1,,39.6,24,,22.3,15.6,5.4,62.4,13.4,84.7,0.56,0.05,0,,27.4,1.1,73,38.2,0.8,2.09,0.36,0,0.22,7.42,5.54,13.47,3.94,6.9,3938511,10,0.63,0.63,106.9,11.5
1969,271.1,682.2,170.1,1198.8,12.3,1164.8,46.3,101.1,70.1,53.2,8.43,5.85,3.86,4.44,31.06,1192.3,5.7,0.7,75,95.2,,119,387.1,5.9,170.1,140.1,289.1,2.78,0.1,17.23,29.3,99.1,1.3,498.3,9.1,0.85,1.02,0.7,0.21,32.84,3.8,4.38,33.95,34.48,148.1,3000000,10,15.4,15.4,682.2,NA
1970,147.5,317.3,142.7,214.3,12.4,214.6,12.1,38.6,20.8,22.4,18.01,9.71,5.65,10.45,8.7,209.3,4.5,,41.5,101.2,,76.7,84,13.9,142.7,108.3,219.4,0.92,0.1,84.65,120.8,93.9,47.2,153.5,6.5,0.21,1.04,0.54,0.03,8.38,2.38,6.46,4.21,3.69,1.43,4153580,10,2.91,2.91,317.3,NA
1971,1826,2387.1,1551.3,2938.5,-6.8,2617.7,314,629.8,485.2,419.6,21.43,16.51,10.69,14.28,22.52,2891.3,37,8.7,127.7,1423.6,,116.7,655.4,63.7,1551.3,1209.4,1668,0.36,0.08,5.34,82.9,758.5,0.5,1250.8,595.4,1.43,1.91,0.08,1.07,103.06,4.65,18.13,35.84,12.58,6.52,12773061,10,24.53,24.53,2387.1,2.17
1972,316.8,550.9,316.8,282.6,26.4,308.5,0.5,39,6,28,13.8,2.12,0.18,9.91,0.16,275.7,5,1.9,293.4,28.2,,126.9,62.4,40,316.8,-2.3,443.7,0.6,0.28,13.51,42.8,157,50.3,220,132.8,1.09,2.18,0.4,0.1,14.01,2.79,2.75,6.5,3.05,6.39,28894861,10,0.01,0.01,550.9,324.34
1973,159.5,357.2,147.2,895.9,-9.3,877.7,8.9,37.1,13.7,13.5,4.14,1.53,0.99,1.51,6.28,890.6,4.4,0.1,36.9,129.8,,183.9,5.9,0.7,147.2,103.4,331.1,1.29,0.15,0,,107.3,,245.7,78.2,0.05,1.47,1.25,0.01,0.63,43.22,254.46,13.39,9.35,2.16,3689500,10,2.33,2.33,357.2,4.11
1974,15.7,31.4,20,4.6,0.6,5.1,0.1,3.4,3.2,3.3,73.91,69.57,2.17,71.74,0.5,0.5,1.9,2.2,26.2,-0.9,,0.7,5.4,,21.5,-16.6,22.2,0.3,0,1,0.2,4.6,,2.5,-3.2,0.05,0.26,0.11,0.02,30.42,0.25,2.5,0.98,0.5,0,2475000,10,0.04,0.04,31.4,NA
1975,343.5,538.2,327,471.5,-2.5,463.6,5.4,82.1,1.4,70.4,17.41,0.3,1.15,14.93,1.66,471.3,0.2,,38.2,288.3,,144.1,23,44.1,327,291.4,471.1,0.51,0.25,0.15,0.5,204.8,4.1,258.2,173.6,1.95,3.05,0.44,0.11,7.58,7.95,3.42,184.7,68.63,2.21,3816448,10,1.41,1.41,538.2,NA
1976,179.5,1188.6,168,1022.1,50.7,1115.4,-42.6,58.6,-41,18.3,5.73,-4.01,-4.17,1.79,-22.34,1019.9,1.1,0.2,62.8,143.3,,563,379.8,39.7,183,120.2,746,5.57,2.62,139.58,234.5,478.9,12,603.9,103.4,0.5,1.2,3.44,0.18,32.33,2.43,7.85,7.03,3.23,5.84,4784400,10,-8.8,-8.8,1188.6,NA
1977,59.9,125.8,54.2,152.9,3.8,152.9,3.8,13.3,5.7,8.3,8.7,3.73,2.49,5.43,7.29,152.7,0.2,,39.1,15.1,,48.5,19.2,3.9,54.2,15.1,102.7,1.19,0.38,0,,54.2,,51.9,5.5,0.42,1.11,0.89,0.02,2.83,16.16,9.95,8.03,7.29,8.23,2731620,10,1.46,1.46,125.8,3.93
1978,879.7,188.4,140.3,1.4,,1.2,0.2,0.8,0.3,0.3,57.14,21.43,14.29,21.43,0.14,,1.4,,139,2,,46.3,1.1,,140.3,1.3,186.6,0.33,0,0,,1.6,61,72.2,24.8,1.52,1.52,0.33,1.52,43921.67,,0,,,0,NA,NA,0,0,188.4,NA
1979,586,584.6,490.8,644.3,1.2,484.1,161.4,219.3,185,181,34.04,28.71,25.05,28.09,37.81,632,9.7,1.1,73.5,417.3,,11.3,58.3,24.2,490.8,417.3,502.1,0.13,0.02,16.28,79.9,274.5,53.6,217,159.2,2.31,3.75,0.02,0.55,22.94,23.61,7.27,191.09,22.38,2.92,7349308,10,22.02,11.01,584.6,7.69
1980,19.4,22.6,19,1.5,,1.6,-0.1,0.6,-0.1,0.6,40,-6.67,-6.67,40,-0.52,0.7,0.8,,28.9,-7.1,,,0.8,,19,-9.9,19,0.04,0,0,,8.9,3.5,1.8,1,2.13,2.25,0,1.25,243.33,1.23,1.08,,,1.43,3335500,10,-0.03,-0.03,22.6,-93.39
1981,87.7,185.3,83.5,279.9,6.9,279,7.8,21.3,11.1,14.6,7.61,3.97,2.79,5.22,12.45,277.7,2.2,,52.6,30.9,,50.2,45.2,6.4,83.5,30.9,133.7,1.11,0.19,14.01,11.7,48.7,5,103.3,26.9,0.99,1.3,0.6,0.1,10.09,10.97,6.79,14.12,14.56,39.46,4317100,10,1.81,1.4,185.3,10.49
1982,527.2,2077,302.8,1362.8,-27.2,1301.7,33.9,247.7,38.1,132.6,18.18,2.8,2.49,9.73,11.86,1358.3,2.8,1.7,334.1,-26.3,,1418.3,350.9,,307.8,-63.8,1726.1,5.82,2.94,7,21.2,1140.2,0.2,853.6,6.1,0.1,0.97,4.7,0.02,5.4,5.32,26.02,1.35,1.27,28.91,24048500,10,2.31,2.31,2077,NA
1983,-32,212.6,31.6,98.2,0.7,127.8,-28.9,4.4,-28.9,-11.7,4.48,-29.43,-29.43,-11.91,-75.46,97.5,0.2,0.5,133.4,-108.2,,168.1,10.8,,31.6,-110.3,199.7,5.64,4.95,22.15,7,167.7,0.9,26.6,11.9,0.75,1.2,5.32,0.4,29.33,14.49,9.61,447.5,48.68,6.38,12692779,10,-2.28,-2.28,212.6,NA
1984,25.3,25.8,25.1,1.2,,0.7,0.5,0.9,0.7,0.5,75,58.33,41.67,41.67,2.01,,1.2,,6.4,18.7,,0.5,0.2,,25.1,18.7,25.6,0.02,0,0,,0,6.5,15.8,15.1,4.57,22.57,0.02,4.14,3528.33,,0,,,0,640000,10,0.78,0.78,25.8,NA
1985,-3,85.1,19.8,75.6,-37,44.2,-5.6,-1.8,-7.2,-39.8,-2.38,-9.52,-7.41,-52.65,-25.23,35.6,,2.2,45,-24.9,,25,30.8,9.2,19.8,-25.2,44.8,2.82,1.26,0,,48.8,,27.5,-3.3,0.19,0.89,1.26,0.02,3.12,2.12,5.84,2.4,1.27,4.22,4500000,10,-1.24,-1.24,85.1,-4.22
1986,102.9,363.2,84.7,670.9,26.2,675.7,21.4,48,31.7,25.2,7.15,4.72,3.19,3.76,27.37,656.2,1.7,9,30,60.3,,126.8,146.1,,84.7,74.7,211.5,2.92,0.66,28.69,24.3,94.6,0.5,219.3,19.2,0.54,1.09,1.5,0.2,23.6,12.53,11.08,5.46,3.5,7.42,3000000,10,5.9,5.9,363.2,NA
1987,277.8,911.7,255.3,385.8,-1.9,364,19.9,48.9,23,32,12.67,5.96,5.16,8.29,9.68,385,0.8,,179,77.5,,571.1,60.5,23.6,255.3,16.3,826.4,2.47,1.67,24.72,63.1,207.4,5.7,250.6,46,0.48,1.22,2.24,0.04,8.95,8.47,5.41,13.64,13.3,2.3,17898800,10,1.06,1.06,911.7,NA
1988,699,2391.8,407.5,2304.6,102.3,2253.5,153.4,334.6,172.9,244,14.52,7.5,6.66,10.59,47.89,2297.2,7.1,0.3,154.3,303.3,,945.6,955.1,33.5,457.5,261.5,1403.1,4.61,0.97,219.93,896.2,322.8,17.6,1719.2,212.5,0.82,1.07,2.44,0.08,20.8,3.29,3.01,89.64,13.22,12.04,10432835,10,14.69,1.47,2391.8,11.9
1989,218,693.5,179.8,924.8,-15.7,868.7,40.4,94.8,63.2,53.3,10.25,6.83,4.37,5.76,24.88,921.1,0.4,0.3,50,129.8,,183.9,329.8,,179.8,129.8,363.7,2.41,1.02,15.29,27.5,84.6,,503.6,204.6,0.68,1.66,1.02,0.06,8.05,3.08,5.53,3.1,2.72,7.5,5000000,10,7.5,7.5,693.5,NA
1990,105.4,122.5,102.3,217.4,0.7,215.7,2.4,17.3,6.4,14.1,7.96,2.94,1.1,6.49,2.34,215.7,1.6,0.1,56.7,45.6,,2.2,13.1,4.9,102.3,45.6,104.5,0.12,0.02,19.55,20,42,30.2,42.2,28.8,2.57,3.15,0.02,0.24,5.63,34.55,10.15,,64.63,25.01,5592600,10,0.45,0.45,122.5,53.58
1991,1278.9,3192.3,1286.4,1962,13.5,1918.7,56.8,305,71.3,183.1,15.55,3.63,2.9,9.33,5.78,1932.4,6,8.5,592.6,701.3,,1423.6,198.9,275.9,1286.4,128.8,2710,1.19,0.85,110.36,1419.7,1456.8,102.8,1154,634.1,0.74,2.22,1.11,0.2,20.07,22.44,11.16,21.49,12.21,2.14,59262625,10,0.94,0.94,3192.3,19.7
1992,8040.2,15225.7,7084.6,15986.4,380,15888.4,478,951,541.6,519.5,5.95,3.39,2.99,3.25,10.01,15979.3,2,1.5,590,6494.6,,4810.8,3325.5,4.8,7084.6,3243.5,11895.4,1.11,0,3.53,250,203.4,238.2,13751.4,5635.2,1.5,1.69,0.68,0.47,92.69,6.09,2.23,24.28,3.12,2.15,58998495,10,8.1,8.1,15225.7,21.09
